id,name,dish,qty,price,total,date,city
4996,Hazel Korpal,Neer Dosa,3,397.91,1193.73,2025-01-08,Chennai
4997,Eva Soman,Uttapam,5,234.37,1171.85,2025-07-30,Vijayawada
4998,Nitya Goel,Upma,5,375.91,1879.55,2025-06-04,Thiruvananthapuram
4999,Seher Zacharia,Rava Dosa,2,454.86,909.72,2025-07-20,Trichy
5000,Vanya Hari,Pongal,3,98.16,294.48,2025-06-08,Mysuru
5001,Aaina Bhatti,Uttapam,3,369.65,1108.95,2024-09-23,Thiruvananthapuram
5002,Vidur Chanda,Dosa,3,323.93,971.79,2024-09-25,Vijayawada
5003,Renee Gade,Curd Rice,5,182.71,913.55,2025-01-08,Vijayawada
5004,Vihaan Dube,Rava Dosa,3,73.44,220.32,2025-02-07,Thiruvananthapuram
5005,Sahil Majumdar,Rava Dosa,5,250.73,1253.65,2024-12-04,Mysuru
5006,Madhav Thaker,Uttapam,3,308.11,924.33,2025-03-02,Trichy
5007,Zain Bhattacharyya,Pongal,1,420.02,420.02,2024-11-27,Mysuru
5008,Tejas Barman,Upma,4,95.8,383.2,2025-06-17,Thiruvananthapuram
5009,Indrans Golla,Dosa,3,290.77,872.31,2025-05-30,Chennai
5010,Arhaan Issac,Vada,1,323.6,323.6,2025-08-10,Thiruvananthapuram
5011,Miraan Halder,Pesarattu,1,402.96,402.96,2025-03-01,Mysuru
5012,Emir Sabharwal,Idli,5,223.69,1118.45,2025-03-09,Chennai
5013,Sahil Sethi,Uttapam,4,104.19,416.76,2025-06-25,Bengaluru
5014,Rati Dara,Pongal,5,170.47,852.35,2024-12-19,Trichy
5015,Raunak Cherian,Bisibele Bath,5,491.33,2456.65,2025-07-11,Vijayawada
5016,Lavanya Seth,Curd Rice,5,146.06,730.3,2024-12-16,Chennai
5017,Rhea Mahajan,Rasam Rice,5,119.36,596.8,2025-05-25,Chennai
5018,Shamik Dhar,Pesarattu,4,224.75,899.0,2024-11-06,Trichy
5019,Manjari Chadha,Curd Rice,5,53.27,266.35,2025-01-28,Coimbatore
5020,Rati Bala,Upma,3,95.03,285.09,2024-09-11,Bengaluru
5021,Tushar Viswanathan,Dosa,5,241.77,1208.85,2025-02-15,Mysuru
5022,Tejas Warrior,Bisibele Bath,3,199.7,599.1,2025-03-29,Bengaluru
5023,Fateh Butala,Neer Dosa,2,388.47,776.94,2025-06-03,Thiruvananthapuram
5024,Prerak Ratta,Uttapam,5,57.27,286.35,2024-12-27,Thiruvananthapuram
5025,Vihaan Thakur,Rasam Rice,2,180.05,360.1,2025-07-24,Bengaluru
5026,Hridaan Batra,Pesarattu,4,417.97,1671.88,2025-07-01,Trichy
5027,Miraan Krish,Pesarattu,1,108.85,108.85,2025-02-17,Trichy
5028,Yuvaan Borra,Curd Rice,4,211.77,847.08,2024-09-15,Mysuru
5029,Ryan Rege,Upma,4,317.11,1268.44,2024-12-05,Vijayawada
5030,Ehsaan Wadhwa,Curd Rice,3,291.75,875.25,2025-06-09,Bengaluru
5031,Zeeshan Shroff,Rava Dosa,2,237.9,475.8,2025-01-19,Coimbatore
5032,Shaan Shroff,Curd Rice,3,170.42,511.26,2025-01-05,Coimbatore
5033,Tejas Divan,Pongal,5,436.99,2184.95,2025-03-06,Chennai
5034,Riya Venkatesh,Uttapam,1,448.78,448.78,2024-11-14,Trichy
5035,Anahi Chopra,Vada,4,312.2,1248.8,2024-12-06,Bengaluru
5036,Kanav Raj,Idli,2,77.12,154.24,2024-12-27,Vijayawada
5037,Gatik Iyer,Neer Dosa,3,411.2,1233.6,2025-03-24,Hyderabad
5038,Mehul Raju,Pongal,1,214.82,214.82,2024-12-23,Mysuru
5039,Bhamini Bora,Rava Dosa,5,206.04,1030.2,2025-02-13,Thiruvananthapuram
5040,Romil Gupta,Idli,2,202.49,404.98,2024-09-30,Vijayawada
5041,Chirag Bail,Upma,2,159.4,318.8,2025-06-08,Thiruvananthapuram
5042,Kimaya Bhat,Upma,2,242.32,484.64,2025-06-18,Bengaluru
5043,Suhana Agarwal,Rasam Rice,1,493.33,493.33,2024-12-08,Thiruvananthapuram
5044,Biju Rout,Sambar Rice,3,247.97,743.91,2025-02-10,Thiruvananthapuram
5045,Yuvraj  Bhatia,Upma,4,111.26,445.04,2025-04-13,Chennai
5046,Rohan Sidhu,Curd Rice,4,492.56,1970.24,2024-09-21,Thiruvananthapuram
5047,Piya Viswanathan,Curd Rice,1,412.16,412.16,2024-10-13,Chennai
5048,Shlok Gala,Medu Vada,2,404.27,808.54,2025-01-08,Mysuru
5049,Kabir Kakar,Idli,2,332.81,665.62,2024-08-16,Mysuru
5050,Madhav Kunda,Rasam Rice,2,224.79,449.58,2025-07-05,Coimbatore
5051,Ivana Wadhwa,Upma,2,359.52,719.04,2025-01-02,Thiruvananthapuram
5052,Aarna Ahuja,Rasam Rice,4,297.02,1188.08,2025-01-23,Thiruvananthapuram
5053,Faiyaz Chahal,Pongal,1,51.25,51.25,2025-04-17,Vijayawada
5054,Tushar Reddy,Rava Dosa,4,370.31,1481.24,2024-08-18,Mysuru
5055,Jayant Lala,Dosa,5,493.34,2466.7,2025-06-02,Mysuru
5056,Ishaan Tank,Neer Dosa,4,140.94,563.76,2024-10-29,Vijayawada
5057,Nitara Sahni,Uttapam,2,183.12,366.24,2024-12-10,Vijayawada
5058,Mahika Yohannan,Curd Rice,5,249.38,1246.9,2025-04-20,Chennai
5059,Aarush Soni,Neer Dosa,4,474.63,1898.52,2025-03-17,Chennai
5060,Mohanlal Ganesh,Uttapam,3,136.06,408.18,2025-08-13,Trichy
5061,Lagan Dutt,Pesarattu,2,173.63,347.26,2024-11-13,Hyderabad
5062,Indrajit Sheth,Uttapam,4,135.91,543.64,2024-10-18,Coimbatore
5063,Rati Lad,Medu Vada,4,279.8,1119.2,2025-07-03,Chennai
5064,Pranay Ahuja,Rasam Rice,4,241.09,964.36,2025-01-05,Vijayawada
5065,Ishaan Karan,Bisibele Bath,3,65.63,196.89,2024-12-16,Vijayawada
5066,Indranil Borra,Upma,2,163.21,326.42,2025-07-16,Chennai
5067,Zaina Saxena,Idli,4,443.1,1772.4,2024-11-26,Bengaluru
5068,Mannat Rege,Pesarattu,3,358.66,1075.98,2025-01-18,Thiruvananthapuram
5069,Aniruddh Bali,Pesarattu,3,269.4,808.2,2025-07-15,Chennai
5070,Lakshit Bassi,Dosa,2,457.13,914.26,2024-12-12,Thiruvananthapuram
5071,Parinaaz Dhaliwal,Neer Dosa,1,90.8,90.8,2025-06-03,Bengaluru
5072,Indranil Raju,Idli,5,426.62,2133.1,2025-02-25,Mysuru
5073,Sara Thakur,Vada,3,271.4,814.2,2025-04-02,Hyderabad
5074,Saanvi Sundaram,Upma,1,135.26,135.26,2025-03-03,Bengaluru
5075,Hansh Soman,Rava Dosa,4,396.93,1587.72,2025-03-30,Mysuru
5076,Zoya Wadhwa,Curd Rice,2,259.44,518.88,2025-02-12,Mysuru
5077,Aaina Thaker,Rasam Rice,2,437.32,874.64,2025-02-12,Coimbatore
5078,Mishti Bose,Idli,4,95.41,381.64,2024-09-26,Vijayawada
5079,Ira Bains,Upma,5,133.01,665.05,2025-01-03,Thiruvananthapuram
5080,Divit Basu,Uttapam,2,326.0,652.0,2024-12-20,Trichy
5081,Kiaan Dixit,Medu Vada,3,108.55,325.65,2025-07-17,Trichy
5082,Damini Viswanathan,Sambar Rice,3,307.56,922.68,2025-04-24,Hyderabad
5083,Yasmin Rajagopalan,Idli,1,464.04,464.04,2025-01-21,Mysuru
5084,Aradhya Desai,Pesarattu,4,426.24,1704.96,2025-07-07,Hyderabad
5085,Kiaan Saran,Pesarattu,5,142.41,712.05,2025-05-07,Mysuru
5086,Priyansh Rao,Neer Dosa,2,338.02,676.04,2025-08-09,Bengaluru
5087,Vaibhav Ganesan,Uttapam,3,202.46,607.38,2025-04-15,Coimbatore
5088,Nitya Tak,Pongal,3,395.72,1187.16,2024-08-21,Coimbatore
5089,Sana Kala,Sambar Rice,1,135.89,135.89,2024-12-14,Chennai
5090,Arhaan Aggarwal,Dosa,1,340.6,340.6,2024-11-04,Coimbatore
5091,Ira Batra,Neer Dosa,2,206.07,412.14,2025-05-18,Mysuru
5092,Reyansh Bahri,Curd Rice,3,473.1,1419.3,2025-03-30,Mysuru
5093,Jayant Sarna,Sambar Rice,2,193.48,386.96,2024-11-28,Coimbatore
5094,Biju Rastogi,Medu Vada,4,357.93,1431.72,2025-02-20,Thiruvananthapuram
5095,Jivika Madan,Rasam Rice,2,394.24,788.48,2024-12-11,Vijayawada
5096,Manikya Bhatt,Rava Dosa,2,394.61,789.22,2024-11-14,Thiruvananthapuram
5097,Trisha Iyer,Neer Dosa,3,357.69,1073.07,2025-03-15,Mysuru
5098,Dishani Sarin,Rasam Rice,4,369.47,1477.88,2025-05-01,Bengaluru
5099,Prisha Sunder,Bisibele Bath,5,266.09,1330.45,2024-09-10,Mysuru
5100,Adira Madan,Sambar Rice,5,427.54,2137.7,2024-09-26,Chennai
5101,Saira Rau,Vada,3,281.94,845.82,2025-02-20,Thiruvananthapuram
5102,Alisha Saini,Rasam Rice,1,361.18,361.18,2025-06-15,Hyderabad
5103,Madhav Trivedi,Pongal,5,72.35,361.75,2025-08-11,Coimbatore
5104,Vritika Mahal,Upma,1,216.84,216.84,2025-07-13,Hyderabad
5105,Samaira Saini,Dosa,3,497.64,1492.92,2024-12-17,Mysuru
5106,Prerak Kala,Neer Dosa,5,432.66,2163.3,2025-06-28,Trichy
5107,Nitara Datta,Neer Dosa,4,405.36,1621.44,2025-05-07,Coimbatore
5108,Pranay Agate,Rava Dosa,3,86.04,258.12,2024-10-06,Coimbatore
5109,Aaina Mani,Vada,3,203.96,611.88,2025-03-30,Bengaluru
5110,Siya Bali,Curd Rice,3,50.71,152.13,2025-07-22,Hyderabad
5111,Mahika Borde,Medu Vada,3,163.72,491.16,2025-06-07,Thiruvananthapuram
5112,Anaya Loyal,Dosa,5,325.76,1628.8,2025-03-09,Coimbatore
5113,Zeeshan Trivedi,Sambar Rice,1,82.6,82.6,2024-08-28,Coimbatore
5114,Zara Krishnan,Rava Dosa,4,124.77,499.08,2025-03-26,Bengaluru
5115,Damini Karnik,Uttapam,2,230.14,460.28,2025-02-20,Coimbatore
5116,Nirvi Dyal,Sambar Rice,5,340.69,1703.45,2025-04-22,Mysuru
5117,Diya Ratta,Pongal,1,432.16,432.16,2025-03-23,Bengaluru
5118,Hiran Chopra,Uttapam,1,145.89,145.89,2025-04-13,Coimbatore
5119,Ivan Mann,Rasam Rice,1,317.28,317.28,2025-01-17,Hyderabad
5120,Mamooty Majumdar,Rasam Rice,2,461.97,923.94,2024-08-13,Trichy
5121,Zeeshan Sengupta,Rasam Rice,5,80.57,402.85,2025-06-02,Mysuru
5122,Nitya Mane,Dosa,2,341.71,683.42,2024-08-21,Coimbatore
5123,Khushi Sant,Rasam Rice,1,180.13,180.13,2025-05-02,Bengaluru
5124,Manikya Mahajan,Pongal,4,240.16,960.64,2025-01-24,Thiruvananthapuram
5125,Nehmat Baral,Idli,5,236.48,1182.4,2025-01-15,Bengaluru
5126,Shayak Chawla,Pongal,5,278.58,1392.9,2025-05-10,Bengaluru
5127,Madhup Sastry,Uttapam,1,131.69,131.69,2024-09-03,Chennai
5128,Lagan Balasubramanian,Idli,4,215.2,860.8,2024-12-03,Trichy
5129,Emir Saran,Curd Rice,3,65.82,197.46,2024-11-22,Bengaluru
5130,Jayant Tata,Uttapam,1,201.43,201.43,2025-04-26,Mysuru
5131,Vanya Upadhyay,Medu Vada,4,141.76,567.04,2024-09-03,Chennai
5132,Nayantara Gola,Upma,5,436.7,2183.5,2024-08-19,Thiruvananthapuram
5133,Amani Borra,Dosa,2,248.67,497.34,2025-05-26,Bengaluru
5134,Dishani Deshpande,Bisibele Bath,3,185.85,557.55,2024-10-13,Vijayawada
5135,Inaaya  Kannan,Bisibele Bath,4,112.24,448.96,2025-06-21,Vijayawada
5136,Adah Dugal,Idli,1,194.99,194.99,2025-06-14,Hyderabad
5137,Keya Iyer,Medu Vada,5,456.77,2283.85,2025-05-23,Hyderabad
5138,Yashvi Sarma,Uttapam,2,397.82,795.64,2025-06-21,Bengaluru
5139,Vedika Chada,Rasam Rice,5,122.75,613.75,2024-10-20,Hyderabad
5140,Dharmajan Babu,Pesarattu,5,120.94,604.7,2025-01-14,Vijayawada
5141,Vedika Dhaliwal,Neer Dosa,2,336.93,673.86,2025-06-18,Trichy
5142,Zaina Balakrishnan,Pesarattu,3,441.11,1323.33,2025-06-05,Coimbatore
5143,Nayantara Kanda,Pongal,3,357.93,1073.79,2025-08-10,Hyderabad
5144,Anya Chaudhari,Upma,2,411.47,822.94,2024-11-24,Trichy
5145,Ayesha Butala,Vada,1,435.08,435.08,2025-03-02,Mysuru
5146,Shanaya Korpal,Neer Dosa,2,490.01,980.02,2025-02-10,Chennai
5147,Sumer Chawla,Vada,3,321.92,965.76,2025-05-03,Chennai
5148,Yasmin Manda,Uttapam,3,430.9,1292.7,2025-07-25,Thiruvananthapuram
5149,Prisha Aurora,Vada,4,460.98,1843.92,2025-01-13,Chennai
5150,Tejas Rau,Uttapam,4,404.34,1617.36,2025-06-27,Thiruvananthapuram
5151,Raghav Toor,Pongal,1,373.49,373.49,2025-05-14,Coimbatore
5152,Kanav Dutta,Uttapam,2,275.94,551.88,2025-07-13,Chennai
5153,Dharmajan Bhasin,Vada,1,247.05,247.05,2025-07-17,Bengaluru
5154,Sana Yogi,Dosa,5,276.35,1381.75,2025-08-02,Hyderabad
5155,Eva Sha,Uttapam,5,65.65,328.25,2025-08-04,Chennai
5156,Arhaan Kanda,Upma,2,454.95,909.9,2025-05-08,Trichy
5157,Aarna Badal,Dosa,5,437.04,2185.2,2025-05-16,Chennai
5158,Vritika Kala,Sambar Rice,4,148.07,592.28,2025-07-31,Bengaluru
5159,Tarini Hayer,Medu Vada,4,150.08,600.32,2025-05-30,Chennai
5160,Anahita Sani,Uttapam,5,309.72,1548.6,2025-03-20,Mysuru
5161,Dhanuk Chacko,Rasam Rice,4,383.14,1532.56,2025-04-01,Trichy
5162,Riya Keer,Rasam Rice,2,156.38,312.76,2025-02-07,Mysuru
5163,Bhamini Bath,Upma,4,200.0,800.0,2024-11-26,Thiruvananthapuram
5164,Emir Sagar,Vada,3,213.96,641.88,2024-10-08,Hyderabad
5165,Ryan Shroff,Pongal,4,264.38,1057.52,2024-08-20,Thiruvananthapuram
5166,Kimaya Mallick,Pesarattu,5,142.51,712.55,2025-01-14,Mysuru
5167,Rasha Srivastava,Curd Rice,2,320.76,641.52,2025-06-07,Vijayawada
5168,Ojas Dugar,Curd Rice,4,490.32,1961.28,2024-10-29,Coimbatore
5169,Yasmin Manda,Bisibele Bath,2,409.43,818.86,2025-05-16,Thiruvananthapuram
5170,Ishaan Lall,Sambar Rice,5,175.7,878.5,2024-12-14,Vijayawada
5171,Mamooty Bansal,Pongal,5,478.78,2393.9,2025-06-22,Coimbatore
5172,Mishti Gara,Curd Rice,1,475.16,475.16,2025-08-13,Trichy
5173,Shray Chada,Curd Rice,1,245.54,245.54,2025-04-28,Coimbatore
5174,Jayant Talwar,Medu Vada,2,341.41,682.82,2025-01-13,Hyderabad
5175,Elakshi Hans,Sambar Rice,3,449.51,1348.53,2024-09-02,Thiruvananthapuram
5176,Rania Bava,Pongal,4,457.82,1831.28,2025-05-14,Chennai
5177,Samar Dora,Medu Vada,4,110.44,441.76,2025-08-12,Mysuru
5178,Seher Yadav,Bisibele Bath,3,108.77,326.31,2024-11-18,Thiruvananthapuram
5179,Dishani Korpal,Idli,5,366.14,1830.7,2025-01-29,Vijayawada
5180,Jivika Tella,Dosa,5,382.26,1911.3,2025-07-30,Vijayawada
5181,Mohanlal Sankar,Uttapam,4,287.6,1150.4,2024-11-15,Hyderabad
5182,Jayesh Chakraborty,Neer Dosa,1,470.45,470.45,2025-02-07,Vijayawada
5183,Krish Gour,Idli,5,104.08,520.4,2024-12-06,Bengaluru
5184,Rania Dutta,Curd Rice,3,458.45,1375.35,2025-04-30,Coimbatore
5185,Rasha Sheth,Rasam Rice,2,492.01,984.02,2025-05-01,Trichy
5186,Advika Saxena,Pesarattu,2,356.66,713.32,2025-02-16,Coimbatore
5187,Nirvi Zachariah,Pongal,5,190.79,953.95,2025-08-13,Coimbatore
5188,Dishani Rajan,Rasam Rice,3,349.89,1049.67,2025-06-09,Hyderabad
5189,Anaya Cheema,Pesarattu,3,486.99,1460.97,2025-04-24,Trichy
5190,Saksham Krishna,Pongal,2,103.0,206.0,2025-04-03,Vijayawada
5191,Vardaniya Loyal,Pesarattu,3,362.71,1088.13,2025-06-30,Coimbatore
5192,Anay Sunder,Uttapam,4,127.02,508.08,2025-04-28,Bengaluru
5193,Veer Bassi,Dosa,2,248.06,496.12,2024-12-09,Chennai
5194,Indrajit Mahal,Pesarattu,3,299.56,898.68,2024-11-18,Bengaluru
5195,Suhana Krishnan,Upma,5,235.91,1179.55,2025-07-27,Hyderabad
5196,Kiara Grewal,Neer Dosa,3,54.4,163.2,2024-10-23,Hyderabad
5197,Devansh Gupta,Rasam Rice,4,439.2,1756.8,2025-07-12,Trichy
5198,Shanaya Shan,Idli,3,457.42,1372.26,2025-02-12,Bengaluru
5199,Nishith Behl,Medu Vada,4,178.25,713.0,2024-08-21,Hyderabad
5200,Nitya Shere,Idli,1,317.73,317.73,2025-05-26,Hyderabad
5201,Lagan Ramakrishnan,Vada,1,346.26,346.26,2024-12-24,Hyderabad
5202,Ryan Hayre,Pesarattu,5,205.03,1025.15,2025-03-31,Mysuru
5203,Divit Bajwa,Rasam Rice,1,205.1,205.1,2025-01-04,Bengaluru
5204,Shamik Kurian,Bisibele Bath,3,120.01,360.03,2025-07-09,Chennai
5205,Anaya Agrawal,Curd Rice,4,317.91,1271.64,2025-04-12,Bengaluru
5206,Yakshit Bedi,Curd Rice,1,391.78,391.78,2025-04-16,Bengaluru
5207,Kabir Dasgupta,Sambar Rice,4,491.44,1965.76,2025-06-01,Hyderabad
5208,Eva Garde,Neer Dosa,3,375.91,1127.73,2024-10-07,Trichy
5209,Hrishita Lal,Rasam Rice,2,173.88,347.76,2024-08-19,Mysuru
5210,Riaan Contractor,Upma,2,457.64,915.28,2024-08-29,Coimbatore
5211,Tushar Goel,Pongal,1,354.98,354.98,2024-09-27,Hyderabad
5212,Anaya Tandon,Bisibele Bath,2,89.03,178.06,2025-03-13,Bengaluru
5213,Badal Konda,Bisibele Bath,3,296.17,888.51,2024-11-23,Bengaluru
5214,Dhanuk Sha,Dosa,5,126.64,633.2,2024-09-04,Trichy
5215,Arnav Anne,Pesarattu,2,232.94,465.88,2025-03-18,Mysuru
5216,Shamik Lad,Pesarattu,2,191.8,383.6,2025-04-28,Coimbatore
5217,Piya Bhasin,Rasam Rice,4,250.01,1000.04,2024-08-21,Vijayawada
5218,Oorja Brahmbhatt,Curd Rice,1,306.79,306.79,2024-09-10,Hyderabad
5219,Emir Dua,Vada,4,256.84,1027.36,2025-07-23,Chennai
5220,Zeeshan Edwin,Rasam Rice,4,412.5,1650.0,2024-10-04,Mysuru
5221,Piya Saran,Medu Vada,3,146.9,440.7,2025-04-28,Bengaluru
5222,Aarush Ratta,Idli,3,79.21,237.63,2025-07-26,Mysuru
5223,Kimaya Baral,Dosa,3,220.75,662.25,2025-02-09,Chennai
5224,Riaan Goyal,Rasam Rice,1,75.53,75.53,2025-05-29,Mysuru
5225,Umang Kurian,Rasam Rice,5,122.21,611.05,2024-10-07,Hyderabad
5226,Saanvi Lad,Medu Vada,5,250.77,1253.85,2025-06-26,Bengaluru
5227,Aarna Ganesan,Medu Vada,1,210.45,210.45,2025-04-02,Hyderabad
5228,Divij Khatri,Pongal,1,308.25,308.25,2025-04-22,Mysuru
5229,Darshit Bala,Neer Dosa,4,98.77,395.08,2024-09-25,Mysuru
5230,Arnav Dalal,Bisibele Bath,4,382.26,1529.04,2024-10-06,Trichy
5231,Madhav Sarna,Sambar Rice,1,266.78,266.78,2025-03-24,Bengaluru
5232,Samar Kohli,Sambar Rice,5,449.26,2246.3,2025-07-13,Hyderabad
5233,Keya Mander,Vada,5,99.89,499.45,2024-11-30,Hyderabad
5234,Ishita Banik,Pongal,5,343.41,1717.05,2025-05-26,Thiruvananthapuram
5235,Yasmin Bhakta,Curd Rice,4,418.61,1674.44,2025-06-29,Vijayawada
5236,Devansh Ramaswamy,Rasam Rice,5,388.3,1941.5,2025-03-02,Thiruvananthapuram
5237,Jhanvi Goswami,Pongal,2,478.41,956.82,2024-11-30,Thiruvananthapuram
5238,Zaina Kothari,Uttapam,5,127.56,637.8,2025-05-30,Chennai
5239,Nitya Kata,Dosa,4,472.18,1888.72,2025-03-12,Mysuru
5240,Mahika Dubey,Medu Vada,1,496.51,496.51,2025-03-24,Mysuru
5241,Badal Tiwari,Sambar Rice,5,277.53,1387.65,2024-11-23,Coimbatore
5242,Rati Bal,Dosa,5,341.46,1707.3,2025-03-09,Mysuru
5243,Shamik Mammen,Bisibele Bath,3,213.22,639.66,2024-09-03,Chennai
5244,Gokul Soman,Uttapam,3,203.17,609.51,2024-11-20,Coimbatore
5245,Indrans Bali,Medu Vada,1,157.19,157.19,2025-04-24,Vijayawada
5246,Prerak Ramanathan,Pongal,2,465.1,930.2,2024-11-28,Mysuru
5247,Nishith Doshi,Neer Dosa,5,321.27,1606.35,2025-04-07,Hyderabad
5248,Kimaya Kapur,Pesarattu,2,461.09,922.18,2025-08-13,Mysuru
5249,Jiya Hegde,Medu Vada,4,452.82,1811.28,2025-08-07,Bengaluru
5250,Dhanush Jain,Neer Dosa,4,251.34,1005.36,2025-04-30,Hyderabad
5251,Prisha Kar,Rasam Rice,2,263.55,527.1,2024-08-29,Chennai
5252,Prerak Rajagopalan,Rasam Rice,1,330.8,330.8,2024-08-14,Mysuru
5253,Oorja Saha,Sambar Rice,5,135.05,675.25,2024-10-29,Mysuru
5254,Fateh Sood,Pesarattu,1,474.3,474.3,2025-06-27,Trichy
5255,Pari Samra,Rasam Rice,2,70.88,141.76,2024-09-02,Bengaluru
5256,Yakshit Iyengar,Medu Vada,5,319.6,1598.0,2025-03-31,Trichy
5257,Jayesh Ganesan,Bisibele Bath,4,253.67,1014.68,2025-02-01,Coimbatore
5258,Yuvaan Jayaraman,Pesarattu,4,402.03,1608.12,2024-12-08,Hyderabad
5259,Himmat Chhabra,Pesarattu,4,147.91,591.64,2024-09-02,Mysuru
5260,Riya Garg,Pongal,3,428.41,1285.23,2024-09-17,Thiruvananthapuram
5261,Manjari Mallick,Sambar Rice,4,174.24,696.96,2024-09-19,Vijayawada
5262,Inaaya  Saini,Dosa,3,118.16,354.48,2025-05-21,Bengaluru
5263,Mehul Swaminathan,Pesarattu,1,162.7,162.7,2025-07-27,Chennai
5264,Ehsaan Mand,Sambar Rice,2,358.35,716.7,2025-03-25,Vijayawada
5265,Faiyaz Kapur,Dosa,4,396.72,1586.88,2025-03-26,Hyderabad
5266,Devansh Wason,Sambar Rice,4,446.34,1785.36,2025-08-11,Bengaluru
5267,Veer Das,Rasam Rice,2,133.79,267.58,2025-06-16,Coimbatore
5268,Mishti Biswas,Pongal,4,333.89,1335.56,2025-08-01,Mysuru
5269,Samar Varty,Upma,3,499.52,1498.56,2024-08-21,Coimbatore
5270,Himmat Arya,Neer Dosa,4,90.49,361.96,2025-06-26,Bengaluru
5271,Samaira Varghese,Uttapam,5,407.46,2037.3,2024-11-13,Coimbatore
5272,Yuvaan Sodhi,Bisibele Bath,1,52.66,52.66,2024-12-02,Mysuru
5273,Azad Madan,Rasam Rice,5,495.48,2477.4,2024-11-06,Thiruvananthapuram
5274,Jivika Iyer,Upma,3,159.09,477.27,2024-09-12,Bengaluru
5275,Hrishita Barad,Rava Dosa,3,448.33,1344.99,2024-09-09,Hyderabad
5276,Onkar Bose,Medu Vada,2,454.31,908.62,2025-01-17,Trichy
5277,Devansh Mani,Dosa,4,380.92,1523.68,2024-11-23,Vijayawada
5278,Aradhya Ramesh,Medu Vada,5,99.27,496.35,2024-08-13,Thiruvananthapuram
5279,Kimaya Shukla,Upma,2,151.59,303.18,2024-12-13,Bengaluru
5280,Vanya Gour,Dosa,5,77.43,387.15,2024-10-31,Thiruvananthapuram
5281,Tiya Bhatt,Pesarattu,2,68.54,137.08,2024-10-26,Thiruvananthapuram
5282,Ivana Balasubramanian,Sambar Rice,5,261.88,1309.4,2024-11-22,Chennai
5283,Jayant Sha,Rasam Rice,4,88.87,355.48,2025-07-12,Chennai
5284,Inaaya  Sunder,Pesarattu,2,217.5,435.0,2024-12-06,Bengaluru
5285,Hridaan Sankar,Dosa,1,224.77,224.77,2025-03-02,Chennai
5286,Damini Anand,Upma,3,140.79,422.37,2025-07-11,Vijayawada
5287,Hansh Manne,Sambar Rice,5,341.4,1707.0,2025-03-27,Thiruvananthapuram
5288,Lavanya Sabharwal,Rasam Rice,1,96.02,96.02,2024-10-06,Thiruvananthapuram
5289,Jayant Bains,Dosa,3,173.34,520.02,2024-09-19,Coimbatore
5290,Anvi Bhalla,Upma,3,131.21,393.63,2024-12-22,Trichy
5291,Taran Sheth,Curd Rice,3,315.63,946.89,2024-11-05,Chennai
5292,Taran Gaba,Curd Rice,5,424.09,2120.45,2024-12-11,Trichy
5293,Bhamini Andra,Vada,2,379.82,759.64,2024-10-19,Chennai
5294,Vivaan Sharaf,Uttapam,4,239.45,957.8,2025-03-21,Chennai
5295,Lagan Subramaniam,Vada,3,260.97,782.91,2025-05-07,Chennai
5296,Trisha Lad,Curd Rice,1,319.78,319.78,2025-04-26,Coimbatore
5297,Yashvi Mander,Pesarattu,3,474.31,1422.93,2024-08-24,Vijayawada
5298,Samarth Ramanathan,Neer Dosa,3,269.7,809.1,2024-10-28,Mysuru
5299,Emir Kanda,Neer Dosa,1,496.77,496.77,2025-07-05,Coimbatore
5300,Piya Dani,Neer Dosa,3,301.06,903.18,2025-02-08,Thiruvananthapuram
5301,Yuvraj  Sant,Curd Rice,2,245.16,490.32,2024-11-21,Thiruvananthapuram
5302,Damini Guha,Curd Rice,4,349.37,1397.48,2024-11-21,Chennai
5303,Lagan Sampath,Medu Vada,1,363.21,363.21,2025-05-23,Thiruvananthapuram
5304,Mahika Lala,Pesarattu,3,227.96,683.88,2025-05-12,Bengaluru
5305,Indrans Suresh,Upma,2,386.9,773.8,2025-03-01,Hyderabad
5306,Mahika Sane,Uttapam,5,345.49,1727.45,2024-10-03,Hyderabad
5307,Bhamini Yohannan,Vada,4,458.68,1834.72,2024-10-04,Mysuru
5308,Aarush Rau,Curd Rice,4,256.29,1025.16,2025-07-12,Chennai
5309,Indranil Rao,Rava Dosa,2,146.86,293.72,2024-12-04,Mysuru
5310,Madhup Ratta,Idli,5,308.44,1542.2,2024-09-14,Mysuru
5311,Aniruddh Barman,Rava Dosa,1,150.5,150.5,2025-07-02,Coimbatore
5312,Aniruddh Magar,Uttapam,2,276.31,552.62,2025-06-03,Chennai
5313,Nakul Choudhry,Medu Vada,1,186.17,186.17,2025-06-21,Chennai
5314,Ela Shanker,Neer Dosa,4,463.71,1854.84,2025-02-23,Mysuru
5315,Khushi Banik,Uttapam,5,419.57,2097.85,2025-02-04,Mysuru
5316,Uthkarsh Balasubramanian,Pesarattu,4,248.77,995.08,2025-03-10,Coimbatore
5317,Raghav Mangal,Vada,3,145.92,437.76,2024-10-14,Thiruvananthapuram
5318,Tushar Saha,Vada,4,62.5,250.0,2024-09-09,Mysuru
5319,Nirvaan Manda,Pesarattu,3,259.79,779.37,2024-10-06,Trichy
5320,Drishya Dutta,Bisibele Bath,2,452.12,904.24,2025-07-22,Bengaluru
5321,Mohanlal Bhat,Curd Rice,2,110.43,220.86,2024-10-02,Vijayawada
